src_ip,dst_ip,protocol,length,time
142.250.183.2,192.168.1.5,6,54,1744613805.6954
142.250.183.2,192.168.1.5,6,1032,1744613805.6954
142.250.183.2,192.168.1.5,17,66,1744613805.733045
192.168.1.5,142.250.183.2,6,54,1744613805.7362
192.168.1.5,13.203.1.146,6,66,1744613806.959417
192.168.1.5,13.203.1.146,6,66,1744613806.959616
192.168.1.5,13.203.1.146,6,66,1744613806.959796
192.168.1.5,13.203.1.146,6,66,1744613806.959918
192.168.1.5,13.203.1.146,6,66,1744613806.960034
192.168.1.5,13.203.1.146,6,66,1744613806.960154
13.203.1.146,192.168.1.5,6,66,1744613806.999126
13.203.1.146,192.168.1.5,6,66,1744613806.999126
13.203.1.146,192.168.1.5,6,66,1744613806.999126
192.168.1.5,13.203.1.146,6,54,1744613806.999253
192.168.1.5,13.203.1.146,6,54,1744613806.999287
192.168.1.5,13.203.1.146,6,54,1744613806.999301
192.168.1.5,13.203.1.146,6,1506,1744613806.999713
192.168.1.5,13.203.1.146,6,429,1744613806.999713
192.168.1.5,13.203.1.146,6,1506,1744613807.000113
192.168.1.5,13.203.1.146,6,365,1744613807.000113
192.168.1.5,13.203.1.146,6,1506,1744613807.00057
192.168.1.5,13.203.1.146,6,397,1744613807.00057
13.203.1.146,192.168.1.5,6,66,1744613807.019405
192.168.1.5,13.203.1.146,6,54,1744613807.019518
192.168.1.5,13.203.1.146,6,1506,1744613807.020203
192.168.1.5,13.203.1.146,6,365,1744613807.020203
13.203.1.146,192.168.1.5,6,66,1744613807.020289
13.203.1.146,192.168.1.5,6,66,1744613807.020289
192.168.1.5,13.203.1.146,6,54,1744613807.020374
192.168.1.5,13.203.1.146,6,54,1744613807.020401
192.168.1.5,13.203.1.146,6,1506,1744613807.020921
192.168.1.5,13.203.1.146,6,397,1744613807.020921
192.168.1.5,13.203.1.146,6,1506,1744613807.02126
192.168.1.5,13.203.1.146,6,397,1744613807.02126
13.203.1.146,192.168.1.5,6,54,1744613807.035144
13.203.1.146,192.168.1.5,6,181,1744613807.035144
13.203.1.146,192.168.1.5,6,60,1744613807.035144
13.203.1.146,192.168.1.5,6,86,1744613807.035144
192.168.1.5,13.203.1.146,6,54,1744613807.035243
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,285,1744613807.045377
13.203.1.146,192.168.1.5,6,54,1744613807.045377
13.203.1.146,192.168.1.5,6,181,1744613807.045377
192.168.1.5,13.203.1.146,6,54,1744613807.045539
13.203.1.146,192.168.1.5,6,60,1744613807.045891
13.203.1.146,192.168.1.5,6,86,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
192.168.1.5,13.203.1.146,6,66,1744613806.959417
192.168.1.5,13.203.1.146,6,66,1744613806.959616
192.168.1.5,13.203.1.146,6,66,1744613806.959796
192.168.1.5,13.203.1.146,6,66,1744613806.959918
192.168.1.5,13.203.1.146,6,66,1744613806.960034
192.168.1.5,13.203.1.146,6,66,1744613806.960154
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,285,1744613807.045891
13.203.1.146,192.168.1.5,6,340,1744613807.045891
13.203.1.146,192.168.1.5,6,112,1744613807.045891
13.203.1.146,192.168.1.5,6,54,1744613807.045891
13.203.1.146,192.168.1.5,6,340,1744613807.045891
13.203.1.146,192.168.1.5,6,112,1744613807.045891
13.203.1.146,192.168.1.5,6,181,1744613807.045891
13.203.1.146,192.168.1.5,6,60,1744613807.045891
13.203.1.146,192.168.1.5,6,86,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,285,1744613807.045891
13.203.1.146,192.168.1.5,6,340,1744613807.045891
13.203.1.146,192.168.1.5,6,112,1744613807.045891
192.168.1.5,13.203.1.146,6,54,1744613807.046243
192.168.1.5,13.203.1.146,6,54,1744613807.046293
192.168.1.5,13.203.1.146,6,54,1744613807.046319
192.168.1.5,13.203.1.146,6,118,1744613807.054435
192.168.1.5,13.203.1.146,6,118,1744613807.05474
192.168.1.5,13.203.1.146,6,118,1744613807.054853
192.168.1.5,13.203.1.146,6,1506,1744613807.055096
192.168.1.5,13.203.1.146,6,104,1744613807.055096
192.168.1.5,13.203.1.146,6,1506,1744613807.055312
192.168.1.5,13.203.1.146,6,108,1744613807.055312
192.168.1.5,13.203.1.146,6,1506,1744613807.055688
192.168.1.5,13.203.1.146,6,108,1744613807.055688
13.203.1.146,192.168.1.5,6,54,1744613807.067067
13.203.1.146,192.168.1.5,6,181,1744613807.067067
13.203.1.146,192.168.1.5,6,60,1744613807.067067
13.203.1.146,192.168.1.5,6,86,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,285,1744613807.067067
192.168.1.5,13.203.1.146,6,54,1744613807.067214
13.203.1.146,192.168.1.5,6,340,1744613807.067759
13.203.1.146,192.168.1.5,6,112,1744613807.067759
13.203.1.146,192.168.1.5,6,54,1744613807.067759
192.168.1.5,13.203.1.146,6,54,1744613807.067838
192.168.1.5,13.203.1.146,6,118,1744613807.068119
13.203.1.146,192.168.1.5,6,181,1744613807.0683
13.203.1.146,192.168.1.5,6,60,1744613807.0683
13.203.1.146,192.168.1.5,6,86,1744613807.0683
192.168.1.5,13.203.1.146,6,54,1744613807.068353
192.168.1.5,13.203.1.146,6,1506,1744613807.068378
192.168.1.5,13.203.1.146,6,112,1744613807.068378
13.203.1.146,192.168.1.5,6,54,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,285,1744613807.06864
13.203.1.146,192.168.1.5,6,181,1744613807.06864
13.203.1.146,192.168.1.5,6,60,1744613807.06864
13.203.1.146,192.168.1.5,6,86,1744613807.06864
192.168.1.5,13.203.1.146,6,54,1744613807.068742
192.168.1.5,13.203.1.146,6,54,1744613807.068762
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,285,1744613807.070594
13.203.1.146,192.168.1.5,6,340,1744613807.070594
13.203.1.146,192.168.1.5,6,112,1744613807.070594
192.168.1.5,13.203.1.146,6,54,1744613807.070682
192.168.1.5,13.203.1.146,6,54,1744613807.070702
13.203.1.146,192.168.1.5,6,340,1744613807.07074
13.203.1.146,192.168.1.5,6,112,1744613807.07074
192.168.1.5,13.203.1.146,6,54,1744613807.070809
192.168.1.5,13.203.1.146,6,118,1744613807.070947
192.168.1.5,13.203.1.146,6,118,1744613807.071161
192.168.1.5,13.203.1.146,6,1506,1744613807.071326
192.168.1.5,13.203.1.146,6,140,1744613807.071326
192.168.1.5,13.203.1.146,6,1506,1744613807.071452
192.168.1.5,13.203.1.146,6,128,1744613807.071452
13.203.1.146,192.168.1.5,6,54,1744613807.111807
13.203.1.146,192.168.1.5,6,54,1744613807.111807
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.112648
13.203.1.146,192.168.1.5,6,513,1744613807.112956
13.203.1.146,192.168.1.5,6,513,1744613807.112956
13.203.1.146,192.168.1.5,6,519,1744613807.112956
192.168.1.5,13.203.1.146,6,1506,1744613807.115231
192.168.1.5,13.203.1.146,6,108,1744613807.115231
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,518,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,520,1744613807.130654
13.203.1.146,192.168.1.5,6,521,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.153512
192.168.1.5,13.203.1.146,6,54,1744613807.154591
192.168.1.5,13.203.1.146,6,54,1744613807.154633
192.168.1.5,13.203.1.146,6,54,1744613807.170279
192.168.1.5,13.203.1.146,6,54,1744613807.170413
192.168.1.5,13.203.1.146,6,54,1744613807.17045
13.203.1.146,192.168.1.5,6,512,1744613807.177221
192.168.1.5,13.203.1.146,6,54,1744613807.231987
192.168.1.14,224.0.0.251,17,82,1744613807.309324
192.168.1.14,224.0.0.251,17,82,1744613807.309324
13.203.1.146,192.168.1.5,6,66,1744613806.999126
13.203.1.146,192.168.1.5,6,66,1744613806.999126
13.203.1.146,192.168.1.5,6,66,1744613806.999126
192.168.1.5,13.203.1.146,6,54,1744613806.999253
192.168.1.5,13.203.1.146,6,54,1744613806.999287
192.168.1.5,13.203.1.146,6,54,1744613806.999301
192.168.1.5,13.203.1.146,6,1506,1744613806.999713
192.168.1.5,13.203.1.146,6,429,1744613806.999713
192.168.1.5,13.203.1.146,6,1506,1744613807.000113
192.168.1.5,13.203.1.146,6,365,1744613807.000113
192.168.1.5,13.203.1.146,6,1506,1744613807.00057
192.168.1.5,13.203.1.146,6,397,1744613807.00057
13.203.1.146,192.168.1.5,6,66,1744613807.019405
192.168.1.5,13.203.1.146,6,54,1744613807.019518
192.168.1.5,13.203.1.146,6,1506,1744613807.020203
192.168.1.5,13.203.1.146,6,365,1744613807.020203
13.203.1.146,192.168.1.5,6,66,1744613807.020289
13.203.1.146,192.168.1.5,6,66,1744613807.020289
192.168.1.5,13.203.1.146,6,54,1744613807.020374
192.168.1.5,13.203.1.146,6,54,1744613807.020401
192.168.1.5,13.203.1.146,6,1506,1744613807.020921
192.168.1.5,13.203.1.146,6,397,1744613807.020921
192.168.1.5,13.203.1.146,6,1506,1744613807.02126
192.168.1.5,13.203.1.146,6,397,1744613807.02126
13.203.1.146,192.168.1.5,6,54,1744613807.035144
13.203.1.146,192.168.1.5,6,181,1744613807.035144
13.203.1.146,192.168.1.5,6,60,1744613807.035144
13.203.1.146,192.168.1.5,6,86,1744613807.035144
192.168.1.5,13.203.1.146,6,54,1744613807.035243
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,1506,1744613807.045377
13.203.1.146,192.168.1.5,6,285,1744613807.045377
13.203.1.146,192.168.1.5,6,54,1744613807.045377
13.203.1.146,192.168.1.5,6,181,1744613807.045377
192.168.1.5,13.203.1.146,6,54,1744613807.045539
13.203.1.146,192.168.1.5,6,60,1744613807.045891
13.203.1.146,192.168.1.5,6,86,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,285,1744613807.045891
13.203.1.146,192.168.1.5,6,340,1744613807.045891
13.203.1.146,192.168.1.5,6,112,1744613807.045891
13.203.1.146,192.168.1.5,6,54,1744613807.045891
13.203.1.146,192.168.1.5,6,340,1744613807.045891
13.203.1.146,192.168.1.5,6,112,1744613807.045891
13.203.1.146,192.168.1.5,6,181,1744613807.045891
13.203.1.146,192.168.1.5,6,60,1744613807.045891
13.203.1.146,192.168.1.5,6,86,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,1506,1744613807.045891
13.203.1.146,192.168.1.5,6,285,1744613807.045891
13.203.1.146,192.168.1.5,6,340,1744613807.045891
13.203.1.146,192.168.1.5,6,112,1744613807.045891
192.168.1.5,13.203.1.146,6,54,1744613807.046243
192.168.1.5,13.203.1.146,6,54,1744613807.046293
192.168.1.5,13.203.1.146,6,54,1744613807.046319
192.168.1.5,13.203.1.146,6,118,1744613807.054435
192.168.1.5,13.203.1.146,6,118,1744613807.05474
192.168.1.5,13.203.1.146,6,118,1744613807.054853
192.168.1.5,13.203.1.146,6,1506,1744613807.055096
192.168.1.5,13.203.1.146,6,104,1744613807.055096
192.168.1.5,13.203.1.146,6,1506,1744613807.055312
192.168.1.5,13.203.1.146,6,108,1744613807.055312
192.168.1.5,13.203.1.146,6,1506,1744613807.055688
192.168.1.5,13.203.1.146,6,108,1744613807.055688
13.203.1.146,192.168.1.5,6,54,1744613807.067067
13.203.1.146,192.168.1.5,6,181,1744613807.067067
13.203.1.146,192.168.1.5,6,60,1744613807.067067
13.203.1.146,192.168.1.5,6,86,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,1506,1744613807.067067
13.203.1.146,192.168.1.5,6,285,1744613807.067067
192.168.1.5,13.203.1.146,6,54,1744613807.067214
13.203.1.146,192.168.1.5,6,340,1744613807.067759
13.203.1.146,192.168.1.5,6,112,1744613807.067759
13.203.1.146,192.168.1.5,6,54,1744613807.067759
192.168.1.5,13.203.1.146,6,54,1744613807.067838
192.168.1.5,13.203.1.146,6,118,1744613807.068119
13.203.1.146,192.168.1.5,6,181,1744613807.0683
13.203.1.146,192.168.1.5,6,60,1744613807.0683
13.203.1.146,192.168.1.5,6,86,1744613807.0683
192.168.1.5,13.203.1.146,6,54,1744613807.068353
192.168.1.5,13.203.1.146,6,1506,1744613807.068378
192.168.1.5,13.203.1.146,6,112,1744613807.068378
13.203.1.146,192.168.1.5,6,54,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,1506,1744613807.06864
13.203.1.146,192.168.1.5,6,285,1744613807.06864
13.203.1.146,192.168.1.5,6,181,1744613807.06864
13.203.1.146,192.168.1.5,6,60,1744613807.06864
13.203.1.146,192.168.1.5,6,86,1744613807.06864
192.168.1.5,13.203.1.146,6,54,1744613807.068742
192.168.1.5,13.203.1.146,6,54,1744613807.068762
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,1506,1744613807.070594
13.203.1.146,192.168.1.5,6,285,1744613807.070594
13.203.1.146,192.168.1.5,6,340,1744613807.070594
13.203.1.146,192.168.1.5,6,112,1744613807.070594
192.168.1.5,13.203.1.146,6,54,1744613807.070682
192.168.1.5,13.203.1.146,6,54,1744613807.070702
13.203.1.146,192.168.1.5,6,340,1744613807.07074
13.203.1.146,192.168.1.5,6,112,1744613807.07074
192.168.1.5,13.203.1.146,6,54,1744613807.070809
192.168.1.5,13.203.1.146,6,118,1744613807.070947
192.168.1.5,13.203.1.146,6,118,1744613807.071161
192.168.1.5,13.203.1.146,6,1506,1744613807.071326
192.168.1.5,13.203.1.146,6,140,1744613807.071326
192.168.1.5,13.203.1.146,6,1506,1744613807.071452
192.168.1.5,13.203.1.146,6,128,1744613807.071452
13.203.1.146,192.168.1.5,6,54,1744613807.111807
13.203.1.146,192.168.1.5,6,54,1744613807.111807
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.11249
13.203.1.146,192.168.1.5,6,54,1744613807.112648
13.203.1.146,192.168.1.5,6,513,1744613807.112956
13.203.1.146,192.168.1.5,6,513,1744613807.112956
13.203.1.146,192.168.1.5,6,519,1744613807.112956
192.168.1.5,13.203.1.146,6,1506,1744613807.115231
192.168.1.5,13.203.1.146,6,108,1744613807.115231
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,518,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.130654
13.203.1.146,192.168.1.5,6,520,1744613807.130654
13.203.1.146,192.168.1.5,6,521,1744613807.130654
13.203.1.146,192.168.1.5,6,54,1744613807.153512
192.168.1.5,13.203.1.146,6,54,1744613807.154591
192.168.1.5,13.203.1.146,6,54,1744613807.154633
192.168.1.5,13.203.1.146,6,54,1744613807.170279
192.168.1.5,13.203.1.146,6,54,1744613807.170413
192.168.1.5,13.203.1.146,6,54,1744613807.17045
13.203.1.146,192.168.1.5,6,512,1744613807.177221
192.168.1.5,13.203.1.146,6,54,1744613807.231987
192.168.1.14,224.0.0.251,17,82,1744613807.309324
192.168.1.14,224.0.0.251,17,82,1744613807.309324
192.168.1.5,224.0.0.252,2,46,1744613808.105152
13.203.1.146,192.168.1.5,6,54,1744613808.289772
192.168.1.5,13.203.1.146,6,54,1744613808.289816
192.168.1.5,224.0.0.252,2,46,1744613808.105152
13.203.1.146,192.168.1.5,6,54,1744613808.289772
192.168.1.5,13.203.1.146,6,54,1744613808.289816
192.168.1.5,34.139.124.58,6,148,1744613808.434921
192.168.1.5,34.139.124.58,6,148,1744613808.434921
192.168.1.5,34.139.124.58,6,148,1744613808.462576
192.168.1.5,34.139.124.58,6,148,1744613808.462576
34.139.124.58,192.168.1.5,6,424,1744613808.728683
34.139.124.58,192.168.1.5,6,424,1744613808.728683
192.168.1.5,34.139.124.58,6,148,1744613808.730775
192.168.1.5,34.139.124.58,6,148,1744613808.730775
192.168.1.5,34.139.124.58,6,1474,1744613808.730905
192.168.1.5,34.139.124.58,6,1220,1744613808.730905
192.168.1.5,34.139.124.58,6,1474,1744613808.730905
192.168.1.5,34.139.124.58,6,1220,1744613808.730905
34.139.124.58,192.168.1.5,6,425,1744613808.75338
192.168.1.5,34.139.124.58,6,54,1744613808.753484
192.168.1.5,34.139.124.58,6,144,1744613808.756837
192.168.1.5,34.139.124.58,6,614,1744613808.756911
34.139.124.58,192.168.1.5,6,425,1744613808.75338
192.168.1.5,34.139.124.58,6,54,1744613808.753484
192.168.1.5,34.139.124.58,6,144,1744613808.756837
192.168.1.5,34.139.124.58,6,614,1744613808.756911
34.139.124.58,192.168.1.5,6,54,1744613808.998737
34.139.124.58,192.168.1.5,6,89,1744613808.99933
34.139.124.58,192.168.1.5,6,54,1744613808.998737
34.139.124.58,192.168.1.5,6,89,1744613808.99933
34.139.124.58,192.168.1.5,6,487,1744613809.009855
34.139.124.58,192.168.1.5,6,85,1744613809.009855
34.139.124.58,192.168.1.5,6,487,1744613809.009855
34.139.124.58,192.168.1.5,6,85,1744613809.009855
192.168.1.5,34.139.124.58,6,54,1744613809.009927
192.168.1.5,34.139.124.58,6,89,1744613809.011297
192.168.1.5,34.139.124.58,6,54,1744613809.009927
192.168.1.5,34.139.124.58,6,89,1744613809.011297
34.139.124.58,192.168.1.5,6,54,1744613809.024424
34.139.124.58,192.168.1.5,6,89,1744613809.024424
34.139.124.58,192.168.1.5,6,54,1744613809.024424
34.139.124.58,192.168.1.5,6,89,1744613809.024424
34.139.124.58,192.168.1.5,6,487,1744613809.056565
34.139.124.58,192.168.1.5,6,85,1744613809.056565
192.168.1.5,34.139.124.58,6,54,1744613809.056647
34.139.124.58,192.168.1.5,6,487,1744613809.056565
34.139.124.58,192.168.1.5,6,85,1744613809.056565
192.168.1.5,34.139.124.58,6,54,1744613809.056647
34.139.124.58,192.168.1.5,6,54,1744613809.322806
34.139.124.58,192.168.1.5,6,54,1744613809.322806
192.168.1.14,224.0.0.251,17,82,1744613810.824206
192.168.1.14,224.0.0.251,17,82,1744613810.824206
192.168.1.14,224.0.0.251,17,82,1744613810.824206
192.168.1.14,224.0.0.251,17,82,1744613810.824206
192.168.1.5,34.139.124.58,6,148,1744613811.805977
192.168.1.5,34.139.124.58,6,1474,1744613811.806114
192.168.1.5,34.139.124.58,6,1474,1744613811.806114
192.168.1.5,34.139.124.58,6,118,1744613811.806114
192.168.1.5,34.139.124.58,6,148,1744613811.805977
192.168.1.5,34.139.124.58,6,1474,1744613811.806114
192.168.1.5,34.139.124.58,6,1474,1744613811.806114
192.168.1.5,34.139.124.58,6,118,1744613811.806114
192.168.1.5,34.139.124.58,6,144,1744613811.822926
192.168.1.5,34.139.124.58,6,614,1744613811.823048
192.168.1.14,224.0.0.251,17,82,1744613811.824635
192.168.1.14,224.0.0.251,17,82,1744613811.824635
192.168.1.5,34.139.124.58,6,144,1744613811.822926
192.168.1.5,34.139.124.58,6,614,1744613811.823048
192.168.1.14,224.0.0.251,17,82,1744613811.824635
192.168.1.14,224.0.0.251,17,82,1744613811.824635
192.168.1.1,192.168.1.255,17,363,1744613811.956737
192.168.1.1,192.168.1.255,17,363,1744613811.956737
34.139.124.58,192.168.1.5,6,54,1744613812.075234
34.139.124.58,192.168.1.5,6,54,1744613812.075234
34.139.124.58,192.168.1.5,6,89,1744613812.075234
34.139.124.58,192.168.1.5,6,54,1744613812.075234
34.139.124.58,192.168.1.5,6,54,1744613812.075234
34.139.124.58,192.168.1.5,6,89,1744613812.075234
34.139.124.58,192.168.1.5,6,487,1744613812.083122
34.139.124.58,192.168.1.5,6,85,1744613812.083122
192.168.1.5,34.139.124.58,6,54,1744613812.08327
34.139.124.58,192.168.1.5,6,487,1744613812.083122
34.139.124.58,192.168.1.5,6,85,1744613812.083122
192.168.1.5,34.139.124.58,6,54,1744613812.08327
34.139.124.58,192.168.1.5,6,54,1744613812.092527
34.139.124.58,192.168.1.5,6,89,1744613812.092527
192.168.1.5,34.139.124.58,6,54,1744613812.092627
34.139.124.58,192.168.1.5,6,54,1744613812.092527
34.139.124.58,192.168.1.5,6,89,1744613812.092527
192.168.1.5,34.139.124.58,6,54,1744613812.092627
34.139.124.58,192.168.1.5,6,488,1744613812.099324
34.139.124.58,192.168.1.5,6,85,1744613812.099324
192.168.1.5,34.139.124.58,6,54,1744613812.099407
34.139.124.58,192.168.1.5,6,488,1744613812.099324
34.139.124.58,192.168.1.5,6,85,1744613812.099324
192.168.1.5,34.139.124.58,6,54,1744613812.099407
192.168.1.14,224.0.0.251,17,82,1744613813.897584
192.168.1.14,224.0.0.251,17,82,1744613813.897584
192.168.1.14,224.0.0.251,17,82,1744613813.897584
192.168.1.14,224.0.0.251,17,82,1744613813.897584
192.168.1.5,34.139.124.58,6,148,1744613814.947844
192.168.1.5,34.139.124.58,6,148,1744613814.947844
192.168.1.5,34.139.124.58,6,148,1744613814.964868
192.168.1.5,34.139.124.58,6,148,1744613814.964868
192.168.1.5,34.139.124.58,6,148,1744613815.196985
192.168.1.5,34.139.124.58,6,148,1744613815.196985
34.139.124.58,192.168.1.5,6,425,1744613815.22093
34.139.124.58,192.168.1.5,6,425,1744613815.22093
